"","a99","name","a12","a9","FBK","DRG","kills_ADC","deaths_ADC","assists_ADC","kills_SUP","deaths_SUP","assists_SUP","ADC","SUP","KDA_mean","totalDamageDealtToChampions_mean","visionScore_mean","totalDamageTaken_mean","goldEarned_mean","visionWardsBoughtInGame_mean"
"41732",4934273881,"Samira & Seraphine",200,FALSE,FALSE,FALSE,4,7,8,2,7,16,"Samira","Seraphine",2.14,15290.5,45,19170.5,9099,8
"21887",4934352289,"Vayne & Gragas",100,FALSE,FALSE,FALSE,3,6,2,1,3,7,"Vayne","Gragas",1.44,8452,44,14182,8348,8.5
"41733",4934352289,"Samira & Rell",200,TRUE,FALSE,TRUE,5,1,5,3,3,11,"Samira","Rell",6,9896.5,43.5,12672,10123.5,6.5
"21888",4934365551,"Aphelios & Janna",100,FALSE,FALSE,FALSE,3,8,2,1,7,9,"Aphelios","Janna",1,8117,42.5,13408,7709,7
"41734",4934365551,"Kai'Sa & Rell",200,TRUE,FALSE,TRUE,14,2,8,1,4,18,"Kai'Sa","Rell",6.83,14781,39.5,17466.5,12196,5.5
"21889",4934385857,"Jhin & Rell",100,TRUE,FALSE,FALSE,12,5,5,0,3,16,"Jhin","Rell",4.12,16309.5,61.5,18564.5,12848,12
"41735",4934385857,"Kennen & Thresh",200,FALSE,FALSE,TRUE,5,6,4,1,6,7,"Kennen","Thresh",1.42,14205.5,73.5,17801.5,10685,10
"11358",4934397089,"Kai'Sa & Gragas",100,TRUE,FALSE,TRUE,8,4,12,1,7,11,"Kai'Sa","Gragas",2.91,18431.5,46.5,20875.5,10917,5
"41736",4934397089,"Yone & Zac",200,FALSE,FALSE,FALSE,3,10,4,1,5,8,"Yone","Zac",1.07,10722.5,44.5,26478.5,9084,3.5
"21890",4934397885,"Kalista & Pyke",100,FALSE,FALSE,TRUE,4,13,10,6,13,12,"Kalista","Pyke",1.23,16525.5,80,27626,13172,6
"41737",4934397885,"Kai'Sa & Alistar",200,TRUE,TRUE,FALSE,23,5,10,2,7,27,"Kai'Sa","Alistar",5.17,28668,60,27306.5,15934.5,12
"21891",4934398317,"Kai'Sa & Shaco",100,TRUE,FALSE,TRUE,2,8,9,2,7,10,"Kai'Sa","Shaco",1.53,20912.5,51,22235,10848.5,5.5
"41738",4934398317,"Xayah & Alistar",200,FALSE,FALSE,FALSE,15,6,5,0,4,14,"Xayah","Alistar",3.4,19272,47.5,25355.5,12186.5,10.5
"21892",4934412472,"Yone & Leona",100,FALSE,FALSE,FALSE,7,4,10,1,12,8,"Yone","Leona",1.62,17317.5,43,24386.5,10933,9
"41739",4934412472,"Kai'Sa & Rell",200,TRUE,FALSE,TRUE,17,4,5,1,5,21,"Kai'Sa","Rell",4.89,23939.5,52,23371.5,13913.5,6.5
"21893",4934414336,"Kai'Sa & Seraphine",100,FALSE,FALSE,FALSE,3,5,6,0,5,13,"Kai'Sa","Seraphine",2.2,10342,54,13910.5,9666.5,10
"31512",4934414336,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,12,2,4,1,7,11,"Aphelios","Thresh",3.11,15482,64,18862.5,14293,11.5
"21894",4934421076,"Yone & Galio",100,TRUE,FALSE,FALSE,4,5,12,3,1,14,"Yone","Galio",5.5,10913,42,18095,9023.5,8.5
"41740",4934421076,"Kai'Sa & Alistar",200,FALSE,FALSE,TRUE,1,3,3,1,8,2,"Kai'Sa","Alistar",0.64,9123.5,31.5,18300.5,6663,6
"21895",4934485454,"Kai'Sa & Thresh",100,FALSE,FALSE,FALSE,4,6,5,0,9,12,"Kai'Sa","Thresh",1.4,11806.5,52,18732,8307,10
"31513",4934485454,"Varus & Alistar",200,TRUE,FALSE,TRUE,17,5,6,4,2,22,"Varus","Alistar",7,19325,35.5,17255,12947.5,9
"11359",4934492954,"Aphelios & Braum",100,TRUE,FALSE,FALSE,14,7,8,1,6,24,"Aphelios","Braum",3.62,23266,67.5,25472.5,13804,10
"41741",4934492954,"Kai'Sa & Pantheon",200,FALSE,TRUE,TRUE,13,6,10,7,8,15,"Kai'Sa","Pantheon",3.21,28712.5,65,24072,16190,4
"21896",4934532139,"Aphelios & Alistar",100,TRUE,FALSE,FALSE,4,6,8,5,5,22,"Aphelios","Alistar",3.55,9731.5,49,19003,9644.5,13.5
"31514",4934532139,"Ezreal & Pyke",200,FALSE,FALSE,TRUE,3,6,7,1,11,7,"Ezreal","Pyke",1.06,13490,67.5,17929.5,9911,2
"21897",4934538507,"Yasuo & Gragas",100,FALSE,FALSE,TRUE,3,4,6,3,3,10,"Yasuo","Gragas",3.14,10569.5,35,17798,9570,3
"41742",4934538507,"Lucian & Braum",200,TRUE,FALSE,FALSE,5,7,9,0,4,21,"Lucian","Braum",3.18,14856,52.5,18097,10680,7.5
"21898",4934555402,"Vayne & Galio",100,TRUE,TRUE,TRUE,8,3,9,2,6,19,"Vayne","Galio",4.22,18440.5,61,18906.5,11136.5,8
"31515",4934555402,"Kennen & Alistar",200,FALSE,TRUE,FALSE,2,7,11,3,7,18,"Kennen","Alistar",2.43,10836.5,39.5,26122,8505,9.5
"11360",4934556611,"Aphelios & Galio",100,FALSE,TRUE,TRUE,9,11,6,3,10,13,"Aphelios","Galio",1.48,18146,57.5,32393.5,11402.5,6.5
"41743",4934556611,"Miss Fortune & Thresh",200,TRUE,TRUE,FALSE,12,7,15,0,11,25,"Miss Fortune","Thresh",2.89,21891.5,61,24620.5,13217,9.5
"21899",4934558336,"Kai'Sa & Alistar",100,FALSE,TRUE,TRUE,12,5,3,0,5,14,"Kai'Sa","Alistar",2.9,15058.5,32.5,18129,9120.5,8.5
"41744",4934558336,"Aphelios & Thresh",200,TRUE,TRUE,FALSE,15,4,7,3,6,12,"Aphelios","Thresh",3.7,13307.5,43.5,15532,11422.5,6.5
"21900",4934564935,"Miss Fortune & Yuumi",100,FALSE,FALSE,FALSE,5,8,4,0,6,10,"Miss Fortune","Yuumi",1.36,15983.5,36.5,14556.5,7946,1
"31516",4934564935,"Kai'Sa & Galio",200,TRUE,FALSE,TRUE,9,5,8,5,2,22,"Kai'Sa","Galio",6.29,14158,54,19057,10608.5,9
"21901",4934565252,"Kai'Sa & Gragas",100,TRUE,TRUE,TRUE,10,2,7,3,5,13,"Kai'Sa","Gragas",4.71,12659,42.5,15761,10521,4.5
"41745",4934565252,"Orianna & Rell",200,FALSE,TRUE,FALSE,5,6,9,0,7,8,"Orianna","Rell",1.69,13897,36.5,14921,8104.5,6
"21902",4934575441,"Yone & Sett",100,FALSE,FALSE,FALSE,7,10,4,3,9,7,"Yone","Sett",1.11,14391.5,37,23426,9186,5
"31517",4934575441,"Samira & Leona",200,TRUE,FALSE,TRUE,16,4,8,1,3,20,"Samira","Leona",6.43,19016,49,19904.5,12223.5,7
"21903",4934578591,"Vayne & Gragas",100,TRUE,FALSE,FALSE,3,6,2,1,5,10,"Vayne","Gragas",1.45,11706,47,17112,8129.5,9
"41746",4934578591,"Jhin & Alistar",200,FALSE,FALSE,TRUE,8,6,8,1,3,14,"Jhin","Alistar",3.44,14763,48.5,18048,9545,7
"11361",4934611218,"Xayah & Alistar",100,FALSE,FALSE,FALSE,13,12,8,5,10,19,"Xayah","Alistar",2.05,22286,75.5,39235.5,15834,16
"41747",4934611218,"Kai'Sa & Gragas",200,TRUE,FALSE,TRUE,20,5,7,3,9,14,"Kai'Sa","Gragas",3.14,32780.5,84.5,33684.5,17633.5,10.5
"21904",4934621055,"Jhin & Sett",100,FALSE,FALSE,TRUE,5,3,2,2,6,4,"Jhin","Sett",1.44,8483,34,11737,7340.5,5
"41748",4934621055,"Aphelios & Thresh",200,TRUE,FALSE,FALSE,5,2,4,0,4,9,"Aphelios","Thresh",3,9385.5,29.5,9655,8466.5,7
"21905",4934650571,"Kai'Sa & Leona",100,FALSE,FALSE,FALSE,6,6,3,0,6,7,"Kai'Sa","Leona",1.33,13209,49.5,18159.5,9753.5,7
"31518",4934650571,"Samira & Poppy",200,TRUE,FALSE,TRUE,4,2,11,2,3,11,"Samira","Poppy",5.6,9647,48,14792,9907.5,6
"21906",4934847039,"Kai'Sa & Thresh",100,TRUE,TRUE,FALSE,12,4,8,0,4,12,"Kai'Sa","Thresh",4,13404,34.5,15444.5,9787.5,3
"41749",4934847039,"Aphelios & Karma",200,FALSE,TRUE,TRUE,4,8,3,2,6,6,"Aphelios","Karma",1.07,11571.5,35.5,15903,9283.5,4
"21907",4818797695,"Jhin & Lulu",100,FALSE,FALSE,FALSE,2,7,3,0,5,5,"Jhin","Lulu",0.83,6034,36,11622.5,5499.5,3
"41750",4818797695,"Ezreal & Thresh",200,TRUE,TRUE,TRUE,11,0,7,0,4,13,"Ezreal","Thresh",7.75,11872,26,8617.5,8547,5
"21908",4818928597,"Kai'Sa & Pantheon",100,TRUE,TRUE,FALSE,11,3,10,5,2,12,"Kai'Sa","Pantheon",7.6,17632,48.5,13691,11528.5,3.5
"31519",4818928597,"Ezreal & Rakan",200,FALSE,TRUE,TRUE,0,11,3,1,4,6,"Ezreal","Rakan",0.67,11364.5,41.5,17464,7198.5,6
"21909",4819172317,"Kai'Sa & Thresh",100,TRUE,FALSE,TRUE,7,3,11,0,5,26,"Kai'Sa","Thresh",5.5,15183,65.5,13667.5,10543.5,9.5
"31520",4819172317,"Miss Fortune & Sett",200,FALSE,FALSE,FALSE,7,4,5,1,7,8,"Miss Fortune","Sett",1.91,13743,53,17392,9386.5,7
"11362",4853985942,"Ezreal & Blitzcrank",100,FALSE,FALSE,FALSE,9,6,9,1,8,19,"Ezreal","Blitzcrank",2.71,22370.5,49,21719.5,11454,6
"41751",4853985942,"Vayne & Alistar",200,TRUE,TRUE,TRUE,11,12,8,0,7,24,"Vayne","Alistar",2.26,19505,50,27385,11962,6
"11363",4854240489,"Samira & Blitzcrank",100,TRUE,FALSE,FALSE,11,7,6,5,6,21,"Samira","Blitzcrank",3.31,16741,57,29861,12401,5.5
"41752",4854240489,"Ezreal & Maokai",200,FALSE,FALSE,TRUE,12,9,10,3,12,11,"Ezreal","Maokai",1.71,32175,40.5,28132,12301,5
"21910",4864097228,"Ezreal & Maokai",100,FALSE,FALSE,FALSE,6,8,11,4,11,12,"Ezreal","Maokai",1.74,23979.5,50.5,27422.5,10939.5,4.5
"31521",4864097228,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,8,7,14,2,8,20,"Aphelios","Thresh",2.93,16932,40,22837.5,11564.5,4
"21911",4864121430,"Jhin & Bard",100,FALSE,FALSE,TRUE,6,4,7,2,5,5,"Jhin","Bard",2.22,14379,73.5,16853,9639.5,6.5
"31522",4864121430,"Miss Fortune & Alistar",200,TRUE,FALSE,FALSE,2,5,10,3,2,17,"Miss Fortune","Alistar",4.57,10592.5,52.5,17596.5,8870,6.5
"11364",4865660570,"Lucian & Leona",100,FALSE,FALSE,TRUE,6,5,7,2,8,13,"Lucian","Leona",2.15,12609.5,55,23306,10517,5
"31523",4865660570,"Kai'Sa & Maokai",200,TRUE,FALSE,FALSE,10,5,12,7,7,23,"Kai'Sa","Maokai",4.33,25188,60,20745,13815,7
"21912",4865795356,"Xayah & Pantheon",100,FALSE,FALSE,TRUE,3,5,3,2,9,6,"Xayah","Pantheon",1,10182.5,46.5,19226,9051,6.5
"31524",4865795356,"Yone & Lulu",200,TRUE,FALSE,FALSE,9,6,5,1,3,17,"Yone","Lulu",3.56,12682,31.5,17914,10699,5.5
"11365",4866021280,"Jhin & Alistar",100,FALSE,FALSE,FALSE,2,10,8,1,5,8,"Jhin","Alistar",1.27,6820.5,14.5,14431.5,5690.5,4
"41753",4866021280,"Kai'Sa & Maokai",200,TRUE,FALSE,TRUE,6,4,7,2,4,12,"Kai'Sa","Maokai",3.38,11889.5,19,13627,7910.5,1.5
"11366",4866228910,"Tristana & Maokai",100,FALSE,FALSE,TRUE,5,4,2,0,3,8,"Tristana","Maokai",2.14,15325,44,14021.5,9447.5,5
"31525",4866228910,"Kai'Sa & Sona",200,TRUE,FALSE,FALSE,4,2,8,4,1,15,"Kai'Sa","Sona",10.33,15514,42,12013,10612.5,3.5
"21913",4880422179,"Aphelios & Bard",100,TRUE,TRUE,TRUE,1,5,9,4,8,14,"Aphelios","Bard",2.15,15771,76,19802.5,11743.5,4.5
"41754",4880422179,"Kai'Sa & Blitzcrank",200,FALSE,TRUE,FALSE,10,9,5,3,7,14,"Kai'Sa","Blitzcrank",2,14762.5,57,28386.5,13866.5,8.5
"21914",4892189686,"Kai'Sa & Pyke",100,TRUE,FALSE,FALSE,4,6,9,4,6,10,"Kai'Sa","Pyke",2.25,8975,51.5,13961,8142.5,4.5
"31526",4892189686,"Jhin & Pantheon",200,FALSE,FALSE,TRUE,3,8,12,4,5,5,"Jhin","Pantheon",1.85,11022,26,12457.5,8004.5,3
"21915",4901532723,"Jhin & Sett",100,TRUE,TRUE,FALSE,23,6,15,4,5,18,"Jhin","Sett",5.45,28860.5,48,25029.5,13728.5,7
"31527",4901532723,"Ezreal & Thresh",200,FALSE,TRUE,TRUE,6,19,4,3,10,6,"Ezreal","Thresh",0.66,15431.5,48,25631,8844,5.5
"21916",4901547715,"Ezreal & Yuumi",100,FALSE,FALSE,FALSE,8,7,7,1,5,14,"Ezreal","Yuumi",2.5,22879.5,51,17599,12452,9
"41755",4901547715,"Jhin & Maokai",200,TRUE,FALSE,TRUE,7,4,10,3,7,22,"Jhin","Maokai",3.82,19492,66,22993.5,13497.5,7
"11367",4902896223,"Kai'Sa & Thresh",100,FALSE,TRUE,FALSE,9,3,5,3,3,11,"Kai'Sa","Thresh",4.67,16032,54.5,19908,11377,9.5
"41756",4902896223,"Aphelios & Shaco",200,TRUE,TRUE,TRUE,1,9,5,3,5,8,"Aphelios","Shaco",1.21,10844,44.5,17895.5,9315,9
"11368",4902911308,"Kai'Sa & Alistar",100,TRUE,FALSE,TRUE,12,2,8,2,2,16,"Kai'Sa","Alistar",9.5,13906.5,34,13620.5,10020,6.5
"41757",4902911308,"Jhin & Leona",200,FALSE,FALSE,FALSE,3,6,3,0,5,8,"Jhin","Leona",1.27,8780.5,33.5,13346,7011.5,10
"21917",4903707509,"Jhin & Galio",100,FALSE,TRUE,TRUE,18,10,9,4,17,20,"Jhin","Galio",1.89,33785,60.5,36999,14856.5,8.5
"31528",4903707509,"Yasuo & Alistar",200,TRUE,TRUE,FALSE,12,9,7,0,10,34,"Yasuo","Alistar",2.79,18625.5,83,38923,14381,16.5
"11369",4904376767,"Kai'Sa & Thresh",100,TRUE,TRUE,FALSE,7,2,4,4,2,8,"Kai'Sa","Thresh",5.75,8560.5,33.5,10056,8966.5,4
"31529",4904376767,"Jhin & Pantheon",200,FALSE,TRUE,TRUE,3,2,4,4,6,2,"Jhin","Pantheon",1.62,8549,32,7484.5,7396.5,6.5
"11370",4904747711,"Jinx & Thresh",100,FALSE,FALSE,FALSE,3,7,4,2,7,5,"Jinx","Thresh",1,7717,28,13924.5,7132.5,6.5
"31530",4904747711,"Kai'Sa & Leona",200,TRUE,FALSE,TRUE,10,3,6,4,2,13,"Kai'Sa","Leona",6.6,14349.5,29,13082,10114.5,3.5
"21918",4904790206,"Ezreal & Yuumi",100,FALSE,FALSE,TRUE,4,6,1,0,7,5,"Ezreal","Yuumi",0.77,7874,19,10913,6356.5,2
"31531",4904790206,"Miss Fortune & Sett",200,TRUE,TRUE,FALSE,5,4,10,2,3,11,"Miss Fortune","Sett",4,8457,39,12321,8779.5,7
"11371",4905023254,"Samira & Leona",100,FALSE,FALSE,TRUE,5,5,4,1,4,8,"Samira","Leona",2,12054,31,16203.5,7283.5,5.5
"41758",4905023254,"Jhin & Pantheon",200,TRUE,FALSE,FALSE,6,1,7,3,4,6,"Jhin","Pantheon",4.4,8248.5,25,8529.5,8651,5
"21919",4905196486,"Kennen & Shen",100,TRUE,FALSE,TRUE,1,1,0,1,0,10,"Kennen","Shen",12,5130,40,6876,7094,5
"31532",4905196486,"Kai'Sa & Alistar",200,FALSE,FALSE,FALSE,1,2,2,0,4,4,"Kai'Sa","Alistar",1.17,5735.5,38,11546.5,6227,6.5
"21920",4905341998,"Kai'Sa & Camille",100,TRUE,FALSE,FALSE,4,5,11,6,8,9,"Kai'Sa","Camille",2.31,14121.5,64,22903.5,11967,10
"41759",4905341998,"Miss Fortune & Leona",200,FALSE,FALSE,TRUE,4,6,13,4,9,10,"Miss Fortune","Leona",2.07,15695.5,68.5,20872,10963.5,16
"21921",4905432926,"Samira & Leona",100,TRUE,TRUE,FALSE,4,4,8,2,3,10,"Samira","Leona",3.43,9530,25,14775,8597,4
"41760",4905432926,"Vayne & Thresh",200,FALSE,TRUE,TRUE,5,7,5,1,3,11,"Vayne","Thresh",2.2,11845,27.5,17049,8127.5,3
"21922",4905571221,"Caitlyn & Bard",100,FALSE,FALSE,FALSE,1,0,0,2,4,2,"Caitlyn","Bard",1.25,6168.5,43,9733,6675,6.5
"41761",4905571221,"Kai'Sa & Shaco",200,TRUE,FALSE,TRUE,2,0,0,2,2,2,"Kai'Sa","Shaco",3,7655.5,32.5,7041,7578.5,5.5
"21923",4905593050,"Vayne & Sett",100,TRUE,FALSE,FALSE,8,4,14,5,2,15,"Vayne","Sett",7,14871.5,43.5,13252,9859.5,7.5
"31533",4905593050,"Samira & Alistar",200,FALSE,FALSE,TRUE,4,5,2,1,6,10,"Samira","Alistar",1.55,8620.5,34.5,17340,8101,7.5
"21924",4905695874,"Jhin & Thresh",100,TRUE,FALSE,FALSE,8,4,11,1,5,17,"Jhin","Thresh",4.11,12852.5,48,14259.5,9864.5,10.5
"41762",4905695874,"Orianna & Pantheon",200,FALSE,FALSE,TRUE,2,6,6,2,7,6,"Orianna","Pantheon",1.23,11005.5,51,16626.5,8328.5,7
"21925",4906052964,"Aphelios & Thresh",100,FALSE,FALSE,FALSE,0,7,0,1,7,5,"Aphelios","Thresh",0.43,5299.5,38.5,13141.5,6184,7.5
"41763",4906052964,"Kai'Sa & Alistar",200,TRUE,TRUE,TRUE,8,2,5,1,2,13,"Kai'Sa","Alistar",6.75,8954,30,11945.5,8449.5,6.5
"21926",4906212097,"Jhin & Thresh",100,FALSE,FALSE,TRUE,12,10,9,2,7,21,"Jhin","Thresh",2.59,20441.5,70,28743,14005,10.5
"31534",4906212097,"Lucian & Galio",200,TRUE,FALSE,FALSE,4,9,10,6,9,16,"Lucian","Galio",2,21202.5,80,33433,14183.5,13
"11372",4906288377,"Aphelios & Thresh",100,TRUE,FALSE,FALSE,9,3,4,0,5,19,"Aphelios","Thresh",4,11670.5,54.5,12577,9717,8
"41764",4906288377,"Ezreal & Tahm Kench",200,FALSE,FALSE,TRUE,3,6,3,0,5,7,"Ezreal","Tahm Kench",1.18,9595.5,42,14181.5,7315.5,8.5
"21927",4906363212,"Aphelios & Alistar",100,FALSE,FALSE,FALSE,5,5,13,5,5,14,"Aphelios","Alistar",3.7,14994.5,56,18819.5,10070,8
"41765",4906363212,"Samira & Nautilus",200,TRUE,FALSE,TRUE,0,5,5,2,7,10,"Samira","Nautilus",1.42,10511.5,49.5,19656,9428,10
"21928",4906418068,"Jhin & Pantheon",100,FALSE,FALSE,TRUE,1,7,2,5,6,1,"Jhin","Pantheon",0.69,10135.5,28,13291.5,6975,7.5
"41766",4906418068,"Orianna & Sett",200,TRUE,FALSE,FALSE,2,6,13,3,3,14,"Orianna","Sett",3.56,11514.5,31,14053,8074.5,4
"21929",4906438217,"Kai'Sa & Sett",100,FALSE,FALSE,TRUE,8,7,4,2,9,10,"Kai'Sa","Sett",1.5,13799,33,21201.5,9138.5,6.5
"41767",4906438217,"Samira & Alistar",200,TRUE,FALSE,FALSE,12,4,8,5,9,19,"Samira","Alistar",3.38,12214,41,20070,10770,6.5
"21930",4906439557,"Jhin & Pantheon",100,FALSE,FALSE,FALSE,2,8,5,2,9,4,"Jhin","Pantheon",0.76,7456.5,32,12663.5,6564.5,6.5
"31535",4906439557,"Kai'Sa & Alistar",200,TRUE,FALSE,TRUE,8,4,7,4,3,17,"Kai'Sa","Alistar",5.14,12683,35,13083,9304.5,7.5
"21931",4906462688,"Yone & Nautilus",100,TRUE,FALSE,FALSE,2,5,4,2,5,14,"Yone","Nautilus",2.2,6099.5,44,14102,8905,7
"31536",4906462688,"Miss Fortune & Thresh",200,FALSE,FALSE,TRUE,6,7,7,0,7,11,"Miss Fortune","Thresh",1.71,8443.5,38,12683.5,7612.5,6
"21932",4906496380,"Vayne & Pantheon",100,FALSE,FALSE,FALSE,6,5,4,4,12,4,"Vayne","Pantheon",1.06,20159,52.5,25604,12180.5,7
"41768",4906496380,"Kai'Sa & Shaco",200,TRUE,FALSE,TRUE,18,2,6,2,2,18,"Kai'Sa","Shaco",11,29270.5,73,19193.5,14513,7.5
"11373",4906859780,"Kai'Sa & Alistar",100,TRUE,FALSE,TRUE,7,3,7,0,0,18,"Kai'Sa","Alistar",10.67,8676.5,28,13783.5,8986,3.5
"41769",4906859780,"Aphelios & Maokai",200,FALSE,FALSE,FALSE,1,5,3,1,5,2,"Aphelios","Maokai",0.7,8249.5,24.5,12592,6833.5,2.5
"21933",4906874801,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,2,4,3,1,8,3,"Kai'Sa","Sett",0.75,5405,29.5,15301.5,7271,5.5
"41770",4906874801,"Aphelios & Thresh",200,TRUE,FALSE,TRUE,8,2,8,4,0,14,"Aphelios","Thresh",17,13231.5,56,6918.5,10693.5,6.5
"21934",4906943170,"Jhin & Maokai",100,FALSE,FALSE,TRUE,5,7,8,0,10,12,"Jhin","Maokai",1.47,16038.5,46.5,20458.5,9421.5,7
"31537",4906943170,"Kai'Sa & Alistar",200,TRUE,FALSE,FALSE,23,5,10,2,4,31,"Kai'Sa","Alistar",7.33,29402,55,22441,15195.5,9
"11374",4906956063,"Orianna & Bard",100,TRUE,FALSE,FALSE,4,2,13,5,2,18,"Orianna","Bard",10,15563.5,64,13033,11582.5,6
"41771",4906956063,"Miss Fortune & Thresh",200,FALSE,FALSE,TRUE,4,5,5,2,8,5,"Miss Fortune","Thresh",1.23,12182,49,15765.5,9918.5,12
"21935",4914562409,"Yone & Maokai",100,TRUE,FALSE,TRUE,4,8,13,2,7,21,"Yone","Maokai",2.67,24052,60.5,36507.5,13443.5,5
"41772",4914562409,"Aphelios & Blitzcrank",200,FALSE,FALSE,FALSE,4,7,9,1,7,15,"Aphelios","Blitzcrank",2.07,21358.5,62.5,25696,12248,9
"21936",4907053510,"Jhin & Shaco",100,FALSE,TRUE,FALSE,6,4,6,6,5,9,"Jhin","Shaco",3,19662.5,44.5,16931.5,10230.5,7
"41773",4907053510,"Kai'Sa & Galio",200,TRUE,TRUE,TRUE,6,5,4,3,5,7,"Kai'Sa","Galio",2,11866,57,20837.5,11221.5,7
"21937",4907135778,"Tristana & Alistar",100,FALSE,FALSE,FALSE,5,3,3,1,2,8,"Tristana","Alistar",3.4,11805,47.5,13745.5,9369,7
"41774",4907135778,"Kai'Sa & Zac",200,TRUE,FALSE,TRUE,2,6,8,1,1,12,"Kai'Sa","Zac",3.29,13077.5,47.5,17067.5,9186,4.5
"21938",4907289563,"Kai'Sa & Thresh",100,TRUE,FALSE,FALSE,11,4,7,1,7,31,"Kai'Sa","Thresh",4.55,16546,54.5,23896.5,12515.5,9
"31538",4907289563,"Aphelios & Sett",200,FALSE,FALSE,TRUE,0,12,10,3,7,9,"Aphelios","Sett",1.16,17328.5,44,30254.5,9480.5,4
"21939",4915307006,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,9,7,7,0,5,9,"Kai'Sa","Sett",2.08,15362,61.5,24155,12440,8.5
"31539",4915307006,"Aphelios & Thresh",200,TRUE,TRUE,TRUE,14,4,6,1,3,19,"Aphelios","Thresh",5.71,22651,71.5,21043.5,14736,10
"21940",4907579822,"Samira & Alistar",100,FALSE,TRUE,FALSE,5,9,2,1,9,5,"Samira","Alistar",0.72,6625,26.5,16327.5,7712,9.5
"31540",4907579822,"Kai'Sa & Thresh",200,TRUE,TRUE,TRUE,12,3,9,5,1,16,"Kai'Sa","Thresh",10.5,12155.5,41.5,12568.5,11104,6
"11375",4907676282,"Miss Fortune & Maokai",100,TRUE,TRUE,TRUE,6,6,11,2,7,17,"Miss Fortune","Maokai",2.77,11653.5,48,18334.5,10033,5
"31541",4907676282,"Kai'Sa & Alistar",200,FALSE,TRUE,FALSE,10,7,4,0,6,10,"Kai'Sa","Alistar",1.85,9351,34.5,16200,8742.5,7.5
"11376",4907803600,"Kai'Sa & Alistar",100,TRUE,TRUE,TRUE,9,1,2,1,2,9,"Kai'Sa","Alistar",7,7899,29,10393.5,8874.5,5.5
"41775",4907803600,"Ezreal & Morgana",200,FALSE,TRUE,FALSE,1,6,3,0,3,3,"Ezreal","Morgana",0.78,7563,42.5,7576,5469,9.5
"21941",4907816118,"Sivir & Rakan",100,TRUE,FALSE,TRUE,6,2,14,4,7,15,"Sivir","Rakan",4.33,16531.5,40.5,17404,10561.5,5.5
"41776",4907816118,"Xayah & Alistar",200,FALSE,TRUE,FALSE,4,9,4,4,6,11,"Xayah","Alistar",1.53,12375,35,22619,8894,5
"21942",4907915228,"Vayne & Maokai",100,TRUE,FALSE,TRUE,1,3,3,0,2,7,"Vayne","Maokai",2.2,5419,32.5,7863.5,6240,2
"41777",4907915228,"Kai'Sa & Galio",200,FALSE,TRUE,FALSE,2,2,2,1,1,2,"Kai'Sa","Galio",2.33,5324.5,21.5,7889,5921,3
"21943",4907973327,"Jhin & Annie",100,FALSE,FALSE,TRUE,4,7,5,1,4,8,"Jhin","Annie",1.64,9279,34.5,10615,6362.5,2
"41778",4907973327,"Vayne & Volibear",200,TRUE,TRUE,FALSE,7,0,5,4,7,7,"Vayne","Volibear",3.29,7113,32.5,11124,7882,6
"21944",4908012867,"Samira & Maokai",100,TRUE,TRUE,FALSE,10,2,10,4,4,13,"Samira","Maokai",6.17,14457,32.5,15183,9797,5
"41779",4908012867,"Kai'Sa & Leona",200,FALSE,TRUE,TRUE,2,8,4,2,8,7,"Kai'Sa","Leona",0.94,9320,32,15946.5,6709.5,6
"21945",4915813349,"Kai'Sa & Sett",100,FALSE,FALSE,FALSE,3,9,7,1,6,8,"Kai'Sa","Sett",1.27,12792,47.5,24151,9174.5,7
"31542",4915813349,"Ezreal & Bard",200,TRUE,TRUE,TRUE,11,2,11,0,4,18,"Ezreal","Bard",6.67,18129,69.5,20773,10749,8
"11377",4916279594,"Samira & Rell",100,TRUE,TRUE,TRUE,17,8,15,2,10,28,"Samira","Rell",3.44,34155,57,34119.5,15803.5,4
"41780",4916279594,"Vayne & Pantheon",200,FALSE,TRUE,FALSE,6,16,9,7,11,12,"Vayne","Pantheon",1.26,26305,54.5,31889.5,12643.5,6.5
"21946",4908534281,"Jhin & Thresh",100,FALSE,FALSE,FALSE,5,4,6,3,4,17,"Jhin","Thresh",3.88,13114.5,72.5,21650.5,12238.5,11
"31543",4908534281,"Kai'Sa & Nautilus",200,TRUE,FALSE,TRUE,12,7,7,0,4,16,"Kai'Sa","Nautilus",3.18,25107.5,57,21615.5,14504,9.5
"11378",4916498127,"Syndra & Leona",100,TRUE,FALSE,FALSE,8,2,6,1,5,8,"Syndra","Leona",3.29,13105,36.5,11912,9407,6
"41781",4916498127,"Aphelios & Galio",200,FALSE,FALSE,TRUE,1,5,1,2,4,6,"Aphelios","Galio",1.11,9383.5,43,13465,8818,6
"11379",4909092018,"Kai'Sa & Pantheon",100,TRUE,FALSE,FALSE,14,2,10,14,8,6,"Kai'Sa","Pantheon",4.4,20147,23.5,17191,12871.5,8.5
"41782",4909092018,"Lucian & Pyke",200,FALSE,FALSE,TRUE,7,8,4,3,9,5,"Lucian","Pyke",1.12,9958.5,39,18068,8797,2.5
